timestamp,power_in_watts,sm_clock,step
1736645349.6072075,103.947,1710,idle
1736645349.7414205,103.63,1710,idle
1736645349.877984,103.637,1710,idle
1736645350.0410552,103.635,1710,idle
1736645350.238078,103.644,1710,idle
1736645350.249436,103.627,1710,idle
1736645350.2550216,103.627,1710,idle
1736645350.2592003,103.627,1710,idle
1736645350.2618144,103.627,1710,idle
1736645350.2644262,103.627,1710,idle
1736645350.2670755,103.627,1710,idle
1736645350.2700613,103.627,1710,idle
1736645350.272749,103.627,1710,idle
1736645350.275386,103.627,1710,idle
1736645350.2779896,103.627,1710,idle
1736645350.28059,103.627,1710,idle
1736645350.2832215,103.627,1710,idle
1736645350.285829,103.627,1710,idle
1736645350.28858,103.627,1710,idle
1736645350.291515,103.627,1710,idle
1736645350.2942517,103.627,1710,idle
1736645350.296845,103.627,1710,idle
1736645350.299414,103.627,1710,idle
1736645350.3020594,103.627,1710,idle
1736645350.3046515,103.627,1710,idle
1736645350.3072505,103.627,1710,idle
1736645350.3102107,103.627,1710,idle
1736645350.3128748,103.627,1710,idle
1736645350.3154442,103.627,1710,idle
1736645350.3179986,103.627,1710,idle
1736645350.3205624,103.627,1710,idle
1736645350.3231432,103.627,1710,idle
1736645350.325718,103.627,1710,idle
1736645350.3284874,103.627,1710,idle
1736645350.3314416,103.627,1710,idle
1736645350.334087,103.627,1710,idle
1736645350.33665,103.627,1710,idle
1736645350.3392138,103.627,1710,idle
1736645350.3417618,103.627,1710,idle
1736645350.3443253,103.627,1710,idle
1736645350.3469017,103.645,1710,idle
1736645350.3499105,103.645,1710,idle
1736645350.3527863,103.645,1710,idle
1736645350.3553758,103.645,1710,idle
1736645350.3579204,103.645,1710,idle
1736645350.360453,103.645,1710,idle
1736645350.3629742,103.645,1710,idle
1736645350.365497,103.645,1710,idle
1736645350.3680873,103.645,1710,idle
1736645350.3710058,103.645,1710,idle
1736645350.373582,103.645,1710,idle
1736645350.37609,103.645,1710,idle
1736645350.3786056,103.645,1710,idle
1736645350.3817525,103.645,1710,idle
1736645350.3843424,103.645,1710,idle
1736645350.3868325,103.645,1710,idle
1736645350.3896425,103.645,1710,idle
1736645350.3922727,103.645,1710,idle
1736645350.3947885,103.645,1710,idle
1736645350.39731,103.645,1710,idle
1736645350.399851,103.645,1710,idle
1736645350.4032454,103.645,1710,idle
1736645350.405803,103.645,1710,to_device
1736645350.40854,103.645,1710,forward
1736645350.412992,103.645,1710,forward
1736645350.415848,103.645,1710,forward
1736645350.4183648,103.645,1710,forward
1736645350.4208786,103.645,1710,forward
1736645350.4234085,103.645,1710,backward
1736645350.4260128,103.645,1710,backward
1736645350.4287066,103.645,1710,backward
1736645350.4314387,103.645,1710,backward
1736645350.434261,103.645,1710,backward
1736645350.4367733,103.645,1710,backward
1736645350.4392848,103.645,1710,backward
1736645350.4418204,103.645,1710,backward
1736645350.444368,106.609,1710,backward
1736645350.44693,106.609,1710,backward
1736645350.449931,106.609,1710,idle
1736645350.452824,106.609,1710,idle
1736645350.4555666,106.609,1710,idle
1736645350.4582322,106.609,1710,idle
1736645350.4607546,106.609,1710,idle
1736645350.4632783,106.609,1710,to_device
