timestamp,power_in_watts,sm_clock
1736646586.6408114, 13.331, 1710
1736646586.7777112, 25.628, 1710
1736646586.9311137, 30.749, 1710
1736646587.1205788, 38.976, 1710
1736646587.3189816, 45.296, 1710
1736646587.3221421, 45.296, 1710
1736646587.3326156, 45.296, 1710
1736646587.3362508, 45.296, 1710
1736646587.3387606, 45.296, 1710
1736646587.3412611, 45.296, 1710
1736646587.343758, 45.296, 1710
1736646587.3466117, 45.296, 1710
1736646587.3491912, 45.296, 1710
1736646587.3516772, 45.296, 1710
1736646587.3542254, 45.296, 1710
1736646587.3567114, 45.296, 1710
1736646587.359303, 45.296, 1710
1736646587.3617845, 47.955, 1710
1736646587.3642685, 47.955, 1710
1736646587.370834, 47.955, 1710
1736646587.373374, 47.955, 1710
1736646587.3758438, 47.955, 1710
1736646587.3783255, 47.955, 1710
1736646587.3808012, 47.955, 1710
1736646587.3832824, 47.955, 1710
1736646587.3859878, 47.955, 1710
1736646587.3886883, 47.955, 1710
1736646587.391211, 47.955, 1710
1736646587.3936694, 47.955, 1710
1736646587.3961298, 47.955, 1710
1736646587.3985834, 47.955, 1710
1736646587.4010403, 47.955, 1710
1736646587.4036055, 47.955, 1710
1736646587.4065619, 47.955, 1710
1736646587.4096496, 47.955, 1710
1736646587.412253, 47.955, 1710
1736646587.4148479, 47.955, 1710
1736646587.417449, 47.955, 1710
1736646587.4200363, 47.955, 1710
1736646587.4228194, 47.955, 1710
1736646587.4257913, 47.955, 1710
1736646587.4286268, 47.955, 1710
1736646587.4313068, 47.955, 1710
1736646587.4339046, 47.955, 1710
1736646587.4365008, 47.955, 1710
1736646587.4390953, 47.955, 1710
1736646587.4416902, 47.955, 1710
1736646587.4442894, 47.955, 1710
1736646587.4474814, 47.955, 1710
1736646587.4502077, 47.955, 1710
1736646587.4528024, 47.955, 1710
1736646587.4554002, 47.955, 1710
1736646587.457992, 47.955, 1710
1736646587.460591, 47.955, 1710
1736646587.4632246, 50.381, 1710
1736646587.4663525, 50.381, 1710
1736646587.469078, 50.381, 1710
1736646587.4717445, 50.381, 1710
1736646587.4743342, 50.381, 1710
1736646587.4769251, 50.381, 1710
1736646587.4795263, 50.381, 1710
1736646587.4821265, 50.381, 1710
1736646587.4847255, 50.381, 1710
1736646587.4876833, 50.381, 1710
1736646587.4903538, 50.381, 1710
1736646587.492954, 50.381, 1710
1736646587.495555, 50.381, 1710
1736646587.498144, 50.381, 1710
1736646587.5007348, 50.381, 1710
1736646587.5033364, 50.381, 1710
1736646587.5062797, 50.381, 1710
1736646587.5090754, 50.381, 1710
1736646587.5117319, 50.381, 1710
1736646587.5143247, 50.381, 1710
1736646587.516917, 50.381, 1710
1736646587.5195153, 50.381, 1710
1736646587.5221355, 50.381, 1710
1736646587.5247934, 50.381, 1710
1736646587.527817, 50.381, 1710
1736646587.530485, 50.381, 1710
1736646587.5330749, 50.381, 1710
1736646587.5356953, 50.381, 1710
1736646587.538288, 50.381, 1710
1736646587.5408814, 50.381, 1710
1736646587.5434744, 50.381, 1710
1736646587.5464654, 50.381, 1710
1736646587.5493057, 50.381, 1710
1736646587.551904, 50.381, 1710
1736646587.5545008, 50.381, 1710
1736646587.5570748, 50.381, 1710
1736646587.5599015, 50.381, 1710
1736646587.562503, 52.549, 1710
1736646587.5651827, 52.549, 1710
1736646587.5708766, 52.549, 1710
1736646587.573536, 52.549, 1710
1736646587.5761287, 52.549, 1710
1736646587.578718, 52.549, 1710
1736646587.5813155, 52.549, 1710
1736646587.5839086, 52.549, 1710
1736646587.586867, 52.549, 1710
1736646587.589529, 52.549, 1710
1736646587.592148, 52.549, 1710
1736646587.5947392, 52.549, 1710
1736646587.5973318, 52.549, 1710
1736646587.5999217, 52.549, 1710
1736646587.6027699, 52.549, 1710
1736646587.6056657, 52.549, 1710
1736646587.6091847, 52.549, 1710
1736646587.6128232, 52.549, 1710
1736646587.6154249, 52.549, 1710
1736646587.6180158, 52.549, 1710
1736646587.6206164, 52.549, 1710
1736646587.62322, 52.549, 1710
1736646587.6262255, 52.549, 1710
1736646587.6291785, 52.549, 1710
1736646587.6318614, 52.549, 1710
1736646587.6344907, 52.549, 1710
1736646587.6372173, 52.549, 1710
1736646587.6399987, 52.549, 1710
1736646587.6427653, 52.549, 1710
1736646587.645446, 52.549, 1710
1736646587.648485, 52.549, 1710
1736646587.6512449, 52.549, 1710
1736646587.6539354, 52.549, 1710
1736646587.6565711, 52.549, 1710
1736646587.6592736, 52.549, 1710
1736646587.6619096, 94.792, 1710
1736646587.664576, 94.792, 1710
1736646587.6675158, 94.792, 1710
1736646587.6701605, 94.792, 1710
1736646587.672764, 94.792, 1710
1736646587.6753697, 94.792, 1710
1736646587.6780405, 94.792, 1710
1736646587.6806462, 94.792, 1710
1736646587.6832528, 94.792, 1710
1736646587.6861176, 94.792, 1710
1736646587.6888967, 94.792, 1710
1736646587.691571, 94.792, 1710
1736646587.6941664, 94.792, 1710
1736646587.696761, 94.792, 1710
1736646587.699362, 94.792, 1710
1736646587.701956, 94.792, 1710
1736646587.7046773, 94.792, 1710
1736646587.7077086, 94.792, 1710
1736646587.7103736, 94.792, 1710
1736646587.71297, 94.792, 1710
1736646587.715573, 94.792, 1710
1736646587.7181973, 94.792, 1710
1736646587.7209558, 94.792, 1710
1736646587.723719, 94.792, 1710
1736646587.7269623, 94.792, 1710
1736646587.7297704, 94.792, 1710
1736646587.73252, 94.792, 1710
1736646587.7352688, 94.792, 1710
1736646587.7380333, 94.792, 1710
1736646587.7407832, 94.792, 1710
1736646587.7435777, 94.792, 1710
1736646587.74662, 94.792, 1710
1736646587.7508943, 94.792, 1710
1736646587.7536693, 94.792, 1710
1736646587.7563026, 94.792, 1710
1736646587.7589703, 94.792, 1710
1736646587.761726, 101.17, 1710
1736646587.7645175, 101.17, 1905
1736646587.7754962, 101.17, 1905
1736646587.778206, 101.17, 1905
1736646587.780935, 101.17, 1905
1736646587.7836037, 101.17, 1905
1736646587.7867475, 101.17, 1905
1736646587.791094, 101.17, 1905
1736646587.7938447, 101.17, 1905
1736646587.796603, 101.17, 1905
1736646587.7994642, 101.17, 1905
1736646587.8023045, 101.17, 1905
1736646587.8052375, 101.17, 1905
1736646587.8082855, 101.17, 1905
1736646587.8129046, 101.17, 1905
1736646587.815992, 101.17, 1905
1736646587.8188286, 101.17, 1905
1736646587.8215714, 101.17, 1905
1736646587.8243248, 101.17, 1905
1736646587.8275769, 101.17, 1905
1736646587.8308477, 101.17, 1905
1736646587.833623, 101.17, 1905
1736646587.8362286, 101.17, 1905
1736646587.8388586, 101.17, 1905
1736646587.8416007, 101.17, 1905
1736646587.8443892, 101.17, 1905
1736646587.847487, 101.17, 1905
1736646587.8506835, 101.17, 1905
1736646587.853271, 101.17, 1905
1736646587.8558536, 101.17, 1905
1736646587.858411, 101.17, 1905
1736646587.8610184, 101.17, 1905
1736646587.864111, 108.042, 1905
1736646587.8671637, 108.042, 1905
1736646587.8706744, 108.042, 1905
1736646587.8732874, 108.042, 1905
1736646587.8758888, 108.042, 1905
