timestamp,power_in_watts,sm_clock
1736811771.7773676, 68.025, 2520
1736811771.8560188, 68.025, 2520
1736811771.8599434, 68.025, 2520
1736811771.9351287, 67.223, 2520
1736811772.0100858, 67.195, 2520
1736811772.0918794, 67.168, 2520
1736811772.115542, 67.168, 2520
1736811772.1266823, 67.168, 2520
1736811772.128778, 67.168, 2520
1736811772.1308672, 67.168, 2520
1736811772.1329541, 67.168, 2520
1736811772.1352413, 67.168, 2520
1736811772.137328, 67.168, 2520
1736811772.1393912, 67.168, 2520
1736811772.1414526, 67.168, 2520
1736811772.1435175, 67.168, 2520
1736811772.1455824, 67.168, 2520
1736811772.147648, 67.168, 2520
1736811772.1497176, 67.168, 2520
1736811772.1517873, 67.168, 2520
1736811772.1538622, 67.168, 2520
1736811772.155936, 67.168, 2520
1736811772.1580098, 67.168, 2520
1736811772.160085, 67.168, 2520
1736811772.1621656, 67.168, 2520
1736811772.1642416, 67.168, 2520
1736811772.1663165, 67.168, 2520
1736811772.1683905, 67.168, 2520
1736811772.1704638, 67.168, 2520
1736811772.1725183, 67.168, 2520
1736811772.1746516, 67.127, 2520
1736811772.176731, 67.127, 2520
1736811772.1788142, 67.127, 2520
1736811772.1808891, 67.127, 2520
1736811772.1829624, 67.127, 2520
1736811772.1850371, 67.127, 2520
1736811772.1870852, 67.127, 2520
1736811772.189159, 67.127, 2520
1736811772.1912336, 67.127, 2520
1736811772.1933067, 67.127, 2520
1736811772.19539, 67.127, 2520
1736811772.197464, 67.127, 2520
1736811772.1995378, 67.127, 2520
1736811772.2016108, 67.127, 2520
1736811772.203685, 67.127, 2520
1736811772.2057598, 67.127, 2520
1736811772.2078335, 67.127, 2520
1736811772.2099078, 67.127, 2520
1736811772.211982, 67.127, 2520
1736811772.2144299, 67.127, 2520
1736811772.2165344, 67.127, 2520
1736811772.218615, 67.127, 2520
1736811772.220691, 67.127, 2520
1736811772.2227688, 67.127, 2520
1736811772.2248514, 67.127, 2520
