timestamp,power_in_watts,graphic_clock,memory_clock,sm_clock,step
1736185189.1152184,48.142,2655,10251,2655,forward
1736185189.1191185,48.142,2655,10251,2655,forward
1736185189.122255,48.142,2655,10251,2655,forward
1736185189.1253042,48.142,2655,10251,2655,forward
1736185189.128417,49.785,2655,10251,2655,forward
1736185189.1314845,49.785,2655,10251,2655,forward
1736185189.136901,49.785,2655,10251,2655,forward
1736185189.1405883,49.785,2085,10251,2085,forward
1736185189.1463237,49.785,2085,10251,2085,forward
1736185189.1493542,49.785,2085,10251,2085,forward
1736185189.1524446,49.785,2085,10251,2085,backward
1736185189.1554682,49.785,2085,10251,2085,backward
1736185189.1593194,49.785,2010,10251,2010,backward
1736185189.1651626,49.785,2010,10251,2010,backward
1736185189.1682422,49.785,2010,10251,2010,backward
1736185189.1712902,49.785,2010,10251,2010,backward
1736185189.1743145,49.785,2010,10251,1800,backward
1736185189.184795,49.785,1800,10251,1800,backward
1736185189.1879106,49.785,1800,10251,1800,backward
1736185189.1909575,49.785,1800,10251,1800,backward
1736185189.194009,49.785,1800,10251,1800,backward
1736185189.1978617,49.785,1800,10251,1800,backward
1736185189.2016118,49.785,1395,10251,1395,backward
1736185189.2068737,49.785,1395,10251,1395,backward
1736185189.2099462,49.785,1395,10251,1395,backward
1736185189.213008,49.785,1395,10251,1395,backward
1736185189.216319,49.785,1395,10251,1395,backward
1736185189.2203212,49.785,1230,10251,1230,backward
1736185189.2290888,58.961,1230,10251,1230,to_device
1736185189.232191,58.961,1230,10251,1230,forward
1736185189.2369552,58.961,1230,10251,1230,forward
1736185189.240853,58.961,1515,10251,1515,forward
1736185189.2469509,58.961,1515,10251,1515,forward
1736185189.2500305,58.961,1515,10251,1515,forward
1736185189.253127,58.961,1515,10251,1515,forward
1736185189.256456,58.961,1515,10251,1515,forward
1736185189.2604885,58.961,1290,10251,1290,forward
1736185189.2660773,58.961,1290,10251,1290,forward
1736185189.269149,58.961,1290,10251,1290,forward
1736185189.2722232,58.961,1290,10251,1290,forward
