timestamp,power_in_watts,graphic_clock,memory_clock,sm_clock,step
1736187935.6514742,50.125,2655,10251,2655,to_device
1736187935.6545677,50.512,2655,10251,2655,forward
1736187935.657659,50.512,2655,10251,2655,forward
1736187935.6697016,50.512,2655,10251,2655,forward
1736187935.67275,50.512,2655,10251,2655,forward
1736187935.6757789,50.512,2655,10251,2655,forward
1736187935.6789742,50.512,2655,10251,2655,forward
1736187935.6828418,50.512,2655,10251,2655,forward
1736187935.6871014,50.512,2655,10251,2655,backward
1736187935.6902013,50.512,2655,10251,2655,backward
1736187935.6932626,50.512,2655,10251,2655,backward
1736187935.696324,50.512,2655,10251,2655,backward
1736187935.6999483,50.512,2655,10251,2655,backward
1736187935.7038343,50.512,2655,10251,2655,backward
1736187935.708092,50.512,2655,10251,2655,backward
1736187935.7111528,50.512,2655,10251,2655,backward
1736187935.7142236,50.512,2655,10251,2655,backward
1736187935.7172732,50.512,2655,10251,2655,backward
1736187935.7212644,50.512,2655,10251,2655,backward
1736187935.727308,50.512,2655,10251,2655,backward
1736187935.7303443,50.512,2655,10251,2655,backward
1736187935.7794268,61.197,2655,10251,2655,forward
1736187935.7833986,61.197,2655,10251,2655,forward
1736187935.787187,61.197,2655,10251,2655,backward
1736187935.7902615,61.197,2655,10251,2655,backward
1736187935.793328,61.197,2655,10251,2655,backward
1736187935.7963772,61.197,2655,10251,2655,backward
1736187935.7998424,61.197,2655,10251,2655,backward
1736187935.80695,61.197,2655,10251,2655,backward
1736187935.8099897,61.197,2655,10251,2655,backward
1736187935.8130877,61.197,2655,10251,2655,backward
1736187935.816146,61.197,2655,10251,2655,backward
1736187935.8197606,61.197,2655,10251,2655,backward
1736187935.823503,61.197,2655,10251,2655,backward
1736187935.8279722,61.197,2655,10251,2655,backward
1736187935.831018,61.197,2655,10251,2655,backward
1736187935.8341527,61.197,2655,10251,2655,backward
1736187935.83723,61.197,2655,10251,2655,backward
1736187935.841071,61.197,2655,10251,2655,backward
1736187935.8449154,61.197,2655,10251,2655,backward
1736187935.8546965,69.152,2655,10251,2655,forward
1736187935.8577518,69.152,2655,10251,2655,forward
1736187935.8658414,69.152,2760,10251,2760,forward
1736187935.8720434,69.152,2760,10251,2760,forward
1736187935.8751974,69.152,2760,10251,2760,forward
1736187935.8782876,69.152,2760,10251,2760,forward
1736187935.8820658,69.152,2790,10251,2790,forward
1736187935.8883245,69.152,2790,10251,2790,backward
1736187935.8914428,69.152,2790,10251,2790,backward
1736187935.8945837,69.152,2790,10251,2790,backward
1736187935.8976824,69.152,2790,10251,2790,backward
1736187935.9016235,69.152,2790,10251,2790,backward
1736187935.907158,69.152,2790,10251,2790,backward
1736187935.9103153,69.152,2790,10251,2790,backward
1736187935.9135025,69.152,2790,10251,1863,backward
1736187935.9166074,69.152,2790,10251,2790,backward
1736187935.92059,69.152,2790,10251,2790,backward
1736187935.9244685,69.152,2790,10251,2790,backward
1736187935.9276838,69.152,2790,10251,2790,backward
1736187935.9308069,69.152,2790,10251,2790,backward
1736187935.9339294,69.152,2790,10251,2790,backward
1736187935.937075,69.152,2790,10251,2790,backward
1736187935.941056,69.152,2790,10251,2655,backward
1736187935.951806,69.152,2655,10251,2655,to_device
1736187935.9549906,78.365,2655,10251,2655,forward
1736187935.958051,78.365,2655,10251,2760,forward
1736187935.9701796,78.365,2760,10251,2760,forward
1736187935.9732535,78.365,2760,10251,2760,forward
1736187935.9762957,78.365,2760,10251,2760,forward
1736187935.9797516,78.365,2760,10251,2760,forward
1736187935.9835322,78.365,2790,10251,2790,forward
1736187935.989322,78.365,2790,10251,2790,backward
1736187935.9923189,78.365,2790,10251,2790,backward
1736187935.9953177,78.365,2790,10251,2790,backward
1736187935.998323,78.365,2790,10251,2790,backward
1736187936.0021932,78.365,2775,10251,2775,backward
1736187936.0086968,78.365,2775,10251,2775,backward
1736187936.0118616,78.365,2775,10251,2775,backward
1736187936.0149038,78.365,2775,10251,2775,backward
1736187936.0179615,78.365,2775,10251,2775,backward
1736187936.0218902,78.365,2775,10251,2775,backward
1736187936.0292404,78.365,2775,10251,2775,backward
1736187936.0322871,78.365,2775,10251,2775,backward
1736187936.0353298,78.365,2775,10251,2775,backward
1736187936.038403,78.365,2775,10251,2775,backward
1736187936.0421124,78.365,2655,10251,2655,backward
1736187936.0552158,86.477,2655,10251,2655,forward
1736187936.058466,86.477,2655,10251,2760,forward
1736187936.0711348,86.477,2760,10251,2760,forward
1736187936.0741832,86.477,2760,10251,2760,forward
1736187936.0772204,86.477,2760,10251,2760,forward
1736187936.0812223,86.477,2760,10251,2790,forward
1736187936.088736,86.477,2790,10251,2790,backward
1736187936.0917656,86.477,2790,10251,2790,backward
1736187936.0948286,86.477,2790,10251,2790,backward
1736187936.0978367,86.477,2790,10251,2790,backward
1736187936.1017318,86.477,2790,10251,2790,backward
1736187936.107083,86.477,2790,10251,2790,backward
1736187936.1100864,86.477,2790,10251,2790,backward
1736187936.1131885,86.477,2790,10251,2790,backward
1736187936.116204,86.477,1863,10251,2790,backward
1736187936.1195607,86.477,2790,10251,2790,backward
1736187936.1234972,86.477,2775,10251,2775,backward
1736187936.1292665,86.477,2775,10251,2775,backward
1736187936.13229,86.477,2775,10251,2775,backward
1736187936.1353192,86.477,2775,10251,2775,backward
1736187936.138378,86.477,2775,10251,2775,backward
1736187936.142004,86.477,2655,10251,2655,backward
1736187936.1481442,86.477,2655,10251,2655,optimize
1736187936.1545694,93.692,2655,10251,2655,forward
1736187936.157724,93.692,2655,10251,2655,forward
1736187936.1615596,93.692,2655,10251,2655,forward
1736187936.1670966,93.692,2760,10251,2760,forward
1736187936.1701734,93.692,2760,10251,2760,forward
1736187936.1732645,93.692,2760,10251,2760,forward
1736187936.176315,93.692,2760,10251,2760,forward
1736187936.1797078,93.692,2760,10251,2760,forward
1736187936.183442,93.692,2790,10251,2790,forward
1736187936.1891494,93.692,2790,10251,2790,backward
1736187936.1921906,93.692,2790,10251,2790,backward
1736187936.1952133,93.692,2790,10251,2790,backward
1736187936.1982238,93.692,2790,10251,2790,backward
1736187936.2020078,93.692,2790,10251,2790,backward
1736187936.2067518,93.692,2790,10251,2790,backward
1736187936.209759,93.692,2790,10251,2790,backward
1736187936.212869,93.692,2790,10251,2790,backward
1736187936.2158773,93.692,2790,10251,2790,backward
1736187936.2192657,93.692,2790,10251,2790,backward
1736187936.2837217,100.544,2790,10251,2790,forward
1736187936.2868629,100.544,2790,10251,2790,backward
1736187936.2898896,100.544,2790,10251,2790,backward
1736187936.2929063,100.544,2790,10251,2790,backward
1736187936.295911,100.544,2790,10251,2790,backward
1736187936.299252,100.544,2790,10251,2790,backward
1736187936.3032196,100.544,2790,10251,2790,backward
1736187936.307438,100.544,2790,10251,2790,backward
1736187936.310482,100.544,2790,10251,2790,backward
1736187936.313531,100.544,2790,10251,2790,backward
1736187936.316558,100.544,2790,10251,2790,backward
1736187936.3202634,100.544,2790,10251,2790,backward
1736187936.324139,100.544,2775,10251,2775,backward
1736187936.3293476,100.544,2775,10251,2775,backward
1736187936.3323877,100.544,2775,10251,2775,backward
1736187936.3354251,100.544,2775,10251,2775,backward
1736187936.3386526,100.544,2775,10251,2775,backward
1736187936.3422687,100.544,2670,10251,2670,backward
1736187936.351534,100.544,2670,10251,2670,to_device
1736187936.354594,106.557,2670,10251,2670,forward
1736187936.3576736,106.557,2670,10251,2790,forward
1736187936.4114852,106.557,2790,10251,2790,backward
1736187936.4145312,106.557,2790,10251,2790,backward
1736187936.4175844,106.557,2790,10251,2790,backward
1736187936.4215531,106.557,2790,10251,2775,backward
1736187936.4284651,106.557,2775,10251,2775,backward
1736187936.431664,106.557,2775,10251,2775,backward
1736187936.4347374,106.557,2775,10251,2775,backward
1736187936.4378345,106.557,2775,10251,2775,backward
1736187936.4416742,106.557,2655,10251,2655,backward
1736187936.4513867,106.557,2655,10251,2655,to_device
1736187936.4544294,167.273,2655,10251,2655,forward
1736187936.4575045,167.273,2655,10251,2760,forward
1736187936.470541,167.273,2760,10251,2760,forward
1736187936.4736269,167.273,2760,10251,2760,forward
1736187936.4766724,167.273,2760,10251,2760,forward
1736187936.480455,167.273,2760,10251,2760,forward
1736187936.4842174,167.273,2775,10251,2775,forward
1736187936.4896324,167.273,2775,10251,2775,backward
1736187936.4926567,167.273,2775,10251,2775,backward
1736187936.4956844,167.273,2775,10251,2775,backward
1736187936.4989688,167.273,2775,10251,2775,backward
1736187936.5082011,167.273,2775,10251,2775,backward
1736187936.511277,167.273,2775,10251,2775,backward
1736187936.5143692,167.273,2775,10251,2775,backward
1736187936.5174344,167.273,2775,10251,2775,backward
1736187936.521482,167.273,2775,10251,2775,backward
1736187936.5250568,167.273,2775,10251,2775,backward
1736187936.5280812,167.273,2775,10251,2775,backward
1736187936.5311372,167.273,2775,10251,2775,backward
1736187936.5342402,167.273,2775,10251,2775,backward
1736187936.537278,167.273,2775,10251,2775,backward
1736187936.5411966,167.273,2775,10251,2775,backward
1736187936.5501006,167.273,2670,10251,2670,to_device
1736187936.5531774,167.273,2670,10251,2670,forward
1736187936.5563145,194.499,2670,10251,2670,forward
1736187936.5604444,194.499,2670,10251,2670,forward
1736187936.5645945,194.499,2790,10251,2790,forward
1736187936.6209707,194.499,2790,10251,2790,backward
1736187936.6249444,194.499,2790,10251,2790,backward
1736187936.628049,194.499,2790,10251,2790,backward
1736187936.6310666,194.499,2790,10251,2790,backward
1736187936.6341834,194.499,2790,10251,2790,backward
1736187936.6371994,194.499,2790,10251,2790,backward
1736187936.641111,194.499,2790,10251,2655,backward
1736187936.6520233,194.499,2655,10251,2655,to_device
1736187936.655265,197.127,2655,10251,2655,forward
1736187936.66645,197.127,2760,10251,2760,forward
1736187936.670898,197.127,2760,10251,2760,forward
1736187936.673967,197.127,2760,10251,2760,forward
1736187936.6770267,197.127,2760,10251,2760,forward
1736187936.6809423,197.127,2760,10251,2760,forward
1736187936.6846564,197.127,2790,10251,2790,forward
1736187936.6896226,197.127,2790,10251,2790,backward
1736187936.6927495,197.127,2790,10251,2790,backward
1736187936.695763,197.127,2790,10251,2790,backward
1736187936.6992512,197.127,2790,10251,2790,backward
1736187936.7029817,197.127,2790,10251,2790,backward
1736187936.7072606,197.127,2790,10251,2790,backward
