Month,Day,Hour,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Wind Speed (m/s),Albedo,Plane of Array Irradiance (W/m2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
1,1,0,0,0,0.1,0.9,0.2,0,0.1,0,0
1,1,1,0,0,-1.8,1.1,0.2,0,-1.8,0,0
1,1,2,0,0,-1.7,1.1,0.2,0,-1.7,0,0
1,1,3,0,0,-1.7,1,0.2,0,-1.7,0,0
1,1,4,0,0,-1.7,0.9,0.2,0,-1.7,0,0
1,1,5,0,0,-1.6,0.9,0.2,0,-1.6,0,0
1,1,6,0,0,-1.6,0.9,0.2,0,-1.6,0,0
1,1,7,0,0,-1.5,1,0.2,0,-1.5,0,0
1,1,8,0,0,-1,1.2,0.2,0,0,0,0
1,1,9,0,5,0.4,1.3,0.2,4.638,0.531,1.453,0.604
1,1,10,0,7,1.3,1.6,0.2,6.498,1.472,2.088,1.214
1,1,11,0,28,1.5,1.5,0.2,26.034,2.206,8.839,7.711
1,1,12,2,120,1.7,1.5,0.2,118.708,4.918,42.192,39.806
1,1,13,0,44,1.6,1.5,0.2,40.946,2.71,14.124,12.797
1,1,14,0,55,1.6,1.3,0.2,51.217,3.054,17.818,16.351
1,1,15,0,11,1.3,0.8,0.2,10.21,1.628,3.307,2.387
1,1,16,0,22,0.8,0.5,0.2,21.749,1.464,4.932,3.951
1,1,17,0,0,0.3,0.5,0.2,0,0.3,0,0
1,1,18,0,0,0,0.7,0.2,0,0,0,0
1,1,19,0,0,-0.2,0.8,0.2,0,-0.2,0,0
1,1,20,0,0,-0.4,0.9,0.2,0,-0.4,0,0
1,1,21,0,0,-0.7,1,0.2,0,-0.7,0,0
1,1,22,0,0,-1,1,0.2,0,-1,0,0
1,1,23,0,0,-1.1,1.1,0.2,0,-1.1,0,0
1,2,0,0,0,-0.9,1.1,0.2,0,-0.9,0,0
1,2,1,0,0,-0.6,1.1,0.2,0,-0.6,0,0
1,2,2,0,0,-0.6,1.2,0.2,0,-0.6,0,0
1,2,3,0,0,-0.5,1.3,0.2,0,-0.5,0,0
1,2,4,0,0,-0.1,1.4,0.2,0,-0.1,0,0
1,2,5,0,0,0.3,1.5,0.2,0,0.3,0,0
1,2,6,0,0,0.6,1.6,0.2,0,0.6,0,0
1,2,7,0,0,0.9,1.9,0.2,0,0.9,0,0
1,2,8,0,0,1.1,2.2,0.2,0,0,0,0
1,2,9,4,64,1.7,2.7,0.2,66.021,3.104,22.852,21.196
1,2,10,0,41,2.3,3.1,0.2,38.146,3.06,13.116,11.827
1,2,11,0,68,2.8,2.9,0.2,63.361,4.106,22.106,20.477
1,2,12,0,66,3.2,2.6,0.2,61.49,4.536,21.366,19.766
1,2,13,7,143,3.1,2.3,0.2,148.661,6.516,52.984,50.191
1,2,14,1,77,2.8,1.7,0.2,74.096,4.723,25.973,24.198
1,2,15,0,42,2.4,1.3,0.2,39.098,3.507,13.292,11.996
1,2,16,0,22,2.2,1.1,0.2,21.612,2.762,4.871,3.892
1,2,17,0,0,2.2,1,0.2,0,2.2,0,0
1,2,18,0,0,2.2,1,0.2,0,2.2,0,0
1,2,19,0,0,2.3,1,0.2,0,2.3,0,0
1,2,20,0,0,2.5,1.1,0.2,0,2.5,0,0
1,2,21,0,0,2.7,1.1,0.2,0,2.7,0,0
1,2,22,0,0,2.8,1.1,0.2,0,2.8,0,0
1,2,23,0,0,3,1.2,0.2,0,3,0,0
1,3,0,0,0,3,1.2,0.2,0,3,0,0
1,3,1,0,0,2.7,1.3,0.2,0,2.7,0,0
1,3,2,0,0,2.3,1.4,0.2,0,2.3,0,0
1,3,3,0,0,2,1.7,0.2,0,2,0,0
1,3,4,0,0,1.8,1.8,0.2,0,1.8,0,0
1,3,5,0,0,1.7,1.6,0.2,0,1.7,0,0
1,3,6,0,0,1.6,1.3,0.2,0,1.6,0,0
1,3,7,0,0,1.5,1.1,0.2,0,1.5,0,0
1,3,8,0,0,1.6,0.9,0.2,0,0,0,0
1,3,9,0,37,2,1.1,0.2,34.432,3.022,11.627,10.394
1,3,10,2,76,2.4,1.4,0.2,73.814,4.448,25.9,24.129
1,3,11,0,19,2.7,1.5,0.2,17.657,3.179,5.874,4.857
1,3,12,0,34,2.9,1.5,0.2,31.626,3.757,10.738,9.539
1,3,13,1,172,3,1.6,0.2,178.934,7.744,63.794,60.593
1,3,14,0,67,3.1,1.5,0.2,62.998,4.808,21.936,20.314
1,3,15,0,26,2.8,1.3,0.2,24.166,3.484,8.061,6.963
1,3,16,0,7,2.3,1.1,0.2,6.495,2.469,1.39,0.542
1,3,17,0,0,2,1.1,0.2,0,2,0,0
1,3,18,0,0,1.9,1.2,0.2,0,1.9,0,0
1,3,19,0,0,2,1.2,0.2,0,2,0,0
1,3,20,0,0,2.1,1.2,0.2,0,2.1,0,0
1,3,21,0,0,2.1,1.2,0.2,0,2.1,0,0
1,3,22,0,0,2.2,1.2,0.2,0,2.2,0,0
1,3,23,0,0,2.2,1.3,0.2,0,2.2,0,0
1,4,0,0,0,2.2,1.3,0.2,0,2.2,0,0
1,4,1,0,0,2.2,1.3,0.2,0,2.2,0,0
1,4,2,0,0,2,1.4,0.2,0,2,0,0
1,4,3,0,0,1.7,1.4,0.2,0,1.7,0,0
1,4,4,0,0,1.5,1.5,0.2,0,1.5,0,0
1,4,5,0,0,1.5,1.5,0.2,0,1.5,0,0
1,4,6,0,0,1.6,1.5,0.2,0,1.6,0,0
