timestamp,power_in_watts,step
1734522752.1380725,90.004,idle
1734522752.4004402,89.958,idle
1734522752.4036095,89.927,idle
1734522752.662556,89.592,idle
1734522752.9108503,89.541,idle
1734522752.9140592,89.541,idle
1734522753.162054,89.524,idle
1734522753.1697977,89.524,idle
1734522753.1731234,89.524,idle
1734522753.1759255,89.524,idle
1734522753.178521,89.524,idle
1734522753.1806488,89.524,idle
1734522753.1827414,89.524,idle
1734522753.1849003,89.524,idle
1734522753.1870449,89.524,idle
1734522753.1892087,89.524,idle
1734522753.191365,89.524,idle
1734522753.193491,89.524,idle
1734522753.1956644,89.524,idle
1734522753.197797,89.524,idle
1734522753.1999302,89.524,idle
1734522753.2020607,89.524,idle
1734522753.2041998,89.524,idle
1734522753.2532165,89.524,idle
1734522753.2555764,89.524,idle
1734522753.2577145,89.524,idle
1734522753.2598548,89.524,idle
1734522753.261987,89.524,idle
1734522753.2641137,89.524,idle
1734522753.2662628,89.524,idle
1734522753.2685304,89.524,idle
1734522753.2707317,89.524,idle
1734522753.2729294,89.524,idle
1734522753.2751467,89.524,idle
1734522753.2774208,89.524,idle
1734522753.2796557,89.524,idle
1734522753.2818396,89.524,idle
1734522753.2840202,89.524,idle
1734522753.2862334,89.524,idle
1734522753.2885387,89.524,idle
1734522753.290676,89.524,idle
1734522753.292812,89.524,idle
1734522753.2949398,89.524,idle
1734522753.2970684,89.524,idle
1734522753.2992194,89.524,idle
1734522753.301483,89.524,idle
1734522753.3036647,89.524,idle
1734522753.3057904,89.524,idle
1734522753.3079276,89.524,idle
1734522753.3100584,89.524,idle
1734522753.3121986,89.524,idle
1734522753.3144104,89.524,idle
1734522753.3167152,89.524,idle
1734522753.3189812,89.524,idle
1734522753.3211713,89.524,idle
1734522753.3233538,89.524,idle
1734522753.325552,89.524,idle
1734522753.3278675,89.524,idle
1734522753.33015,89.524,idle
1734522753.3323534,89.524,idle
1734522753.334543,89.524,idle
1734522753.3367243,89.524,idle
1734522753.3389351,89.524,idle
1734522753.3412151,89.524,idle
1734522753.3435073,89.524,idle
1734522753.3457005,89.524,idle
1734522753.347876,89.524,idle
1734522753.3499982,89.524,idle
1734522753.3521583,89.524,idle
1734522753.3543413,89.524,idle
1734522753.3564804,89.524,idle
1734522753.3586483,89.524,idle
1734522753.360866,89.524,idle
1734522753.3630476,89.524,idle
1734522753.3652496,89.524,idle
1734522753.3674457,89.524,idle
1734522753.369712,89.524,idle
1734522753.371901,89.524,idle
1734522753.3741007,89.524,idle
1734522753.3763292,89.524,idle
1734522753.378543,89.524,idle
1734522753.3808324,89.524,idle
1734522753.3829665,89.524,idle
1734522753.3850796,89.524,idle
1734522753.38721,89.524,idle
1734522753.3893626,89.524,idle
1734522753.3916364,89.524,idle
1734522753.393765,89.524,idle
1734522753.3959072,89.524,idle
