timestamp,power_in_watts,graphic_clock,memory_clock,sm_clock,step
1736189948.6856484,49.964,2655,10251,2655,forward
1736189948.6895862,49.964,2655,10251,2655,forward
1736189948.693572,49.964,2655,10251,2655,forward
1736189948.696714,49.964,2655,10251,2655,forward
1736189948.699765,49.964,2655,10251,2655,forward
1736189948.7027524,49.964,2655,10251,2655,forward
1736189948.705804,49.964,2655,10251,2655,forward
1736189948.7097623,49.964,2655,10251,2655,forward
1736189948.7156138,53.368,2655,10251,2655,forward
1736189948.7186503,53.368,2655,10251,2655,loss
1736189948.7217398,53.368,2655,10251,2655,backward
1736189948.724752,53.368,2655,10251,2655,backward
1736189948.7284122,53.368,2655,10251,2655,backward
1736189948.732289,53.368,2655,10251,2655,backward
1736189948.7357495,53.368,2655,10251,2655,backward
1736189948.7387886,53.368,2655,10251,2655,backward
1736189948.741814,53.368,2655,10251,2655,backward
1736189948.7448442,53.368,2655,10251,2655,backward
1736189948.7484958,53.368,2655,10251,2655,backward
1736189948.7524185,53.368,2655,10251,2655,backward
1736189948.7561684,53.368,2655,10251,2655,backward
1736189948.7592645,53.368,2655,10251,2655,backward
1736189948.762305,53.368,2655,10251,2655,backward
1736189948.7654712,53.368,2655,10251,2655,backward
1736189948.7696636,53.368,2655,10251,2655,backward
1736189948.7735827,53.368,2655,10251,2655,backward
1736189948.7772615,53.368,2655,10251,2655,backward
1736189948.7866192,53.368,2655,10251,2655,to_device
1736189948.790436,53.368,2655,10251,2655,forward
1736189948.795052,53.368,2655,10251,2655,forward
1736189948.7980845,53.368,2655,10251,2655,forward
1736189948.8011274,53.368,2655,10251,2655,forward
1736189948.804494,53.368,2655,10251,2655,forward
1736189948.807952,53.368,2655,10251,2655,forward
1736189948.8119724,53.368,2655,10251,2655,forward
1736189948.8161712,63.662,2655,10251,2655,forward
1736189948.819276,63.662,2805,10251,2805,forward
1736189948.82465,63.662,2805,10251,2805,backward
1736189948.828112,63.662,2805,10251,2805,backward
1736189948.8319895,63.662,2805,10251,2805,backward
1736189948.8357031,63.662,2805,10251,2805,backward
1736189948.8387463,63.662,2805,10251,2805,backward
1736189948.8417928,63.662,2805,10251,2805,backward
1736189948.844834,63.662,2805,10251,2805,backward
1736189948.8484318,63.662,1873,10251,2805,backward
1736189948.852285,63.662,2790,10251,2790,backward
1736189948.8993928,63.662,2790,10251,2790,forward
1736189948.9024737,63.662,2790,10251,2790,forward
1736189948.9055269,63.662,2790,10251,2790,forward
1736189948.9092915,63.662,2790,10251,2790,forward
