timestamp,power_in_watts
1734635946.6527507,63.213
1734635946.8035612,63.205
1734635946.8073647,63.211
1734635946.9578474,63.226
1734635947.1184545,63.271
1734635947.2687695,63.284
1734635947.2717173,63.284
1734635947.280547,63.284
1734635947.2925744,63.284
1734635947.2947323,63.284
1734635947.2968552,63.284
1734635947.2990859,63.284
1734635947.301235,63.284
1734635947.3033783,63.284
1734635947.30551,63.304
1734635947.3076377,63.304
1734635947.309796,63.304
1734635947.3119495,63.304
1734635947.3141322,63.304
1734635947.3163838,63.304
1734635947.318536,63.304
1734635947.3206851,63.304
1734635947.3228767,63.304
1734635947.3250878,63.304
1734635947.3272822,63.304
1734635947.3294628,63.304
1734635947.331646,63.304
1734635947.3338547,63.304
1734635947.33604,63.304
1734635947.3382244,63.304
1734635947.3404014,63.304
1734635947.3425875,63.304
1734635947.344808,63.304
1734635947.346989,63.304
1734635947.349164,63.304
1734635947.3513405,63.304
1734635947.353519,63.304
1734635947.355696,63.304
1734635947.3578718,63.304
1734635947.3600507,63.304
1734635947.3622928,63.304
1734635947.3644712,63.304
1734635947.3666506,63.304
1734635947.3688293,63.304
1734635947.371009,63.304
1734635947.3731868,63.304
1734635947.3753657,63.304
1734635947.3775442,63.304
1734635947.3797247,63.304
1734635947.38191,63.304
1734635947.384092,63.304
1734635947.3862736,63.304
1734635947.3884578,63.304
1734635947.3906345,63.304
1734635947.3928123,63.304
1734635947.3949897,63.304
1734635947.397173,63.304
1734635947.3993483,63.304
1734635947.401525,63.304
1734635947.40417,63.304
1734635947.4064794,63.329
1734635947.4103315,63.329
1734635947.412545,63.329
1734635947.414727,63.329
1734635947.4169507,63.329
1734635947.4191308,63.329
1734635947.4213865,63.329
1734635947.4235983,63.329
1734635947.4257987,63.329
1734635947.4279897,63.329
1734635947.4302297,63.329
1734635947.43246,63.329
1734635947.434743,63.329
1734635947.436957,63.329
1734635947.4391754,63.329
1734635947.4413593,63.329
1734635947.4435833,63.329
1734635947.4457958,63.329
1734635947.4479856,63.329
1734635947.450177,63.329
1734635947.4523594,63.329
1734635947.454561,63.329
1734635947.4567647,63.329
1734635947.4589708,63.329
1734635947.4611661,63.329
1734635947.4633577,63.329
1734635947.4655485,63.329
1734635947.4677486,63.329
1734635947.4699647,63.329
