timestamp,power_in_watts
1736099910.0318058,47.019
1736099910.0891573,47.092
1736099910.1463842,47.091
1736099910.2035458,47.091
1736099910.2612145,47.09
1736099910.2685184,47.09
1736099910.271682,47.09
1736099910.2737665,47.09
1736099910.2758446,47.09
1736099910.2779284,47.09
1736099910.2800348,47.09
1736099910.2821338,47.09
1736099910.2842338,47.09
1736099910.286328,47.09
1736099910.288421,47.09
1736099910.2905128,47.09
1736099910.292607,47.09
1736099910.294695,47.09
1736099910.2967885,47.09
1736099910.2988842,47.09
1736099910.3009806,47.09
1736099910.3030717,47.09
1736099910.3051581,47.09
1736099910.3072429,47.09
1736099910.309328,47.09
1736099910.3114047,47.09
1736099910.3134866,47.09
1736099910.316229,47.095
1736099910.3183296,47.095
1736099910.3204238,47.095
1736099910.322523,47.095
1736099910.3246233,47.095
1736099910.3267264,47.095
1736099910.328835,47.095
1736099910.3309326,47.095
1736099910.3330288,47.095
1736099910.3351252,47.095
1736099910.33722,47.095
1736099910.3393118,47.095
1736099910.3414001,47.095
1736099910.343501,47.095
1736099910.3459086,47.095
1736099910.3479931,47.095
1736099910.3500776,47.095
1736099910.3521569,47.095
1736099910.3542302,47.095
1736099910.356305,47.095
1736099910.3583837,47.095
1736099910.3604577,47.095
1736099910.3625317,47.095
1736099910.364608,47.095
1736099910.366684,47.095
1736099910.36876,47.095
1736099910.3708408,47.095
1736099910.3729205,47.095
1736099910.3750048,47.095
1736099910.3770845,47.095
1736099910.3791661,47.095
1736099910.3812473,47.095
1736099910.3833272,47.095
1736099910.385407,47.095
1736099910.38749,47.095
1736099910.389572,47.095
1736099910.3916614,47.095
1736099910.393996,47.095
1736099910.3960776,47.095
1736099910.3981695,47.095
1736099910.400279,47.095
1736099910.4023914,47.095
1736099910.4045022,47.095
1736099910.4066412,47.095
1736099910.4087465,47.095
1736099910.4108503,47.095
1736099910.4129577,47.095
1736099910.4150746,47.095
1736099910.417188,52.189
1736099910.4193134,52.189
1736099910.421426,52.189
1736099910.4235356,52.189
1736099910.4256403,52.189
1736099910.4277468,52.189
1736099910.4298592,52.189
1736099910.4319718,52.189
1736099910.4340887,52.189
1736099910.436216,52.189
1736099910.4383266,52.189
1736099910.4404304,52.189
1736099910.4425328,52.189
1736099910.4446533,52.189
1736099910.44677,52.189
1736099910.4488883,52.189
1736099910.4510047,52.189
1736099910.4531195,52.189
1736099910.4552352,52.189
1736099910.4573495,52.189
1736099910.4594615,52.189
1736099910.4615667,52.189
1736099910.4636722,52.189
1736099910.4657822,52.189
1736099910.4678936,52.189
1736099910.4699988,52.189
1736099910.4721053,52.189
1736099910.4742162,52.189
1736099910.476313,52.189
1736099910.478395,52.189
1736099910.4804876,52.189
1736099910.4826064,52.189
1736099910.484712,52.189
1736099910.4868264,52.189
1736099910.4889414,52.189
1736099910.4910576,52.189
1736099910.493175,52.189
1736099910.4952896,52.189
1736099910.4974036,52.189
1736099910.499514,52.189
1736099910.5016465,52.189
1736099910.5037534,52.189
1736099910.5058663,52.189
1736099910.507979,52.189
1736099910.5100918,52.189
1736099910.5122042,52.189
1736099910.5143168,52.189
1736099910.5168953,56.778
1736099910.5190604,56.778
1736099910.521153,56.778
1736099910.5232327,56.778
1736099910.5253103,56.778
1736099910.5273905,56.778
1736099910.5294816,56.778
1736099910.5315902,56.778
1736099910.533695,56.778
1736099910.5358016,56.778
