timestamp,power_in_watts,sm_clock,step
1736657236.6409562,15.883,1455,idle
1736657236.7344065,16.246,1710,idle
1736657236.906199,26.262,1710,idle
1736657236.9932072,30.466,1710,idle
1736657237.000784,30.466,1710,idle
1736657237.0034964,30.466,1710,idle
1736657237.0188982,30.466,1710,idle
1736657237.022275,30.466,1710,idle
1736657237.0247502,30.466,1710,idle
1736657237.0272684,30.466,1710,idle
1736657237.029777,30.466,1710,idle
1736657237.0531118,34.232,1710,idle
1736657237.0557318,34.232,1710,idle
1736657237.0582418,34.232,1710,idle
1736657237.0607157,34.232,1710,idle
1736657237.063236,34.232,1710,idle
1736657237.0657442,34.232,1710,idle
1736657237.068261,34.232,1710,idle
1736657237.0709383,34.232,1710,idle
1736657237.0738084,34.232,1710,idle
1736657237.0763805,34.232,1710,idle
1736657237.0790927,34.232,1710,idle
1736657237.081908,34.232,1710,idle
1736657237.0845065,34.232,1710,idle
1736657237.08717,34.232,1710,idle
1736657237.089997,34.232,1710,idle
1736657237.093111,34.232,1710,idle
1736657237.0958877,34.232,1710,idle
1736657237.0985754,34.232,1710,idle
1736657237.101175,34.232,1710,idle
1736657237.1037672,34.232,1710,idle
1736657237.106401,34.232,1710,idle
1736657237.109117,34.232,1710,idle
1736657237.11234,34.232,1710,idle
1736657237.1153145,34.232,1710,idle
1736657237.1180303,34.232,1710,idle
1736657237.1206434,34.232,1710,idle
1736657237.1233847,34.232,1710,idle
1736657237.126097,34.232,1710,idle
1736657237.1287062,34.232,1710,idle
1736657237.131807,34.232,1710,idle
1736657237.1347616,34.232,1710,idle
1736657237.1374972,34.232,1710,idle
1736657237.1402433,34.232,1710,idle
1736657237.1433303,34.232,1710,idle
1736657237.1460726,34.232,1710,idle
1736657237.1488342,37.625,1710,idle
1736657237.1523004,37.625,1710,idle
1736657237.155383,37.625,1710,idle
1736657237.1581173,37.625,1710,idle
1736657237.160853,37.625,1710,idle
1736657237.1636095,37.625,1710,idle
1736657237.1663475,37.625,1710,idle
1736657237.1690688,37.625,1710,idle
1736657237.172073,37.625,1710,idle
1736657237.1747596,37.625,1710,idle
