timestamp,power_in_watts
1734630182.3007917,62.278
1734630182.4193218,62.306
1734630182.539505,62.405
1734630182.656136,62.44
1734630182.7788875,62.447
1734630182.7873018,62.447
1734630182.7983942,62.447
1734630182.800719,62.447
1734630182.8030097,62.447
1734630182.8053007,62.447
1734630182.8075922,62.447
1734630182.8098505,62.447
1734630182.8120372,62.447
1734630182.8141725,62.447
1734630182.8162923,62.447
1734630182.8184235,62.447
1734630182.820626,62.447
1734630182.8227713,62.447
1734630182.8249104,62.447
1734630182.827077,62.447
1734630182.8292398,62.447
1734630182.831413,62.447
1734630182.8335793,62.447
1734630182.8357546,62.447
1734630182.8379366,62.447
1734630182.8401175,62.447
1734630182.8422966,62.447
1734630182.8444731,62.447
1734630182.8466506,62.447
1734630182.8488302,62.447
1734630182.851014,62.447
1734630182.8531942,62.447
1734630182.8553805,62.447
1734630182.8575592,62.447
1734630182.8597388,62.447
1734630182.8619175,62.447
1734630182.864112,62.46
1734630182.8662922,62.46
1734630182.8684716,62.46
1734630182.8706589,62.46
1734630182.8728445,62.46
1734630182.8750265,62.46
1734630182.877205,62.46
1734630182.8793926,62.46
1734630182.8815727,62.46
1734630182.883789,62.46
1734630182.8859665,62.46
1734630182.8881435,62.46
1734630182.8904004,62.46
1734630182.8925803,62.46
1734630182.894758,62.46
1734630182.8969378,62.46
1734630182.8991542,62.46
1734630182.9015253,62.46
1734630182.903884,62.46
1734630182.9063466,62.46
1734630182.9085672,62.46
1734630182.910749,62.46
1734630182.9129295,62.46
1734630182.915106,62.46
1734630182.9172802,62.46
1734630182.9194572,62.46
1734630182.921633,62.46
1734630182.9238088,62.46
1734630182.9259968,62.46
1734630182.928176,62.46
1734630182.9303572,62.46
1734630182.9325423,62.46
1734630182.9347491,62.46
1734630182.936932,62.46
1734630182.939112,62.46
1734630182.9412916,62.46
1734630182.9434702,62.46
1734630182.9456582,62.46
1734630182.9478426,62.46
1734630182.950041,62.46
1734630182.9522352,62.46
1734630182.954453,62.46
1734630182.956672,62.46
1734630182.9588597,62.46
1734630182.9610484,62.46
1734630182.9632325,62.46
1734630182.9654162,62.467
1734630182.9676044,62.467
1734630182.9697917,62.467
1734630182.9719768,62.467
1734630182.9741554,62.467
1734630182.9763317,62.467
1734630182.9785118,62.467
1734630182.9806986,62.467
1734630182.9828768,62.467
1734630182.985057,62.467
1734630182.9872544,62.467
1734630182.9894333,62.467
1734630182.991612,62.467
1734630182.993787,62.467
1734630182.9959776,62.467
1734630182.998171,62.467
1734630183.0003839,62.467
1734630183.0028112,62.467
1734630183.0072038,62.467
1734630183.0127156,62.467
1734630183.0149717,62.467
1734630183.017158,62.467
1734630183.0193295,62.467
1734630183.021486,62.467
1734630183.0237076,62.467
1734630183.0259178,62.467
1734630183.0281231,62.467
1734630183.0303314,62.467
1734630183.03255,62.467
1734630183.0347471,62.467
1734630183.0370243,62.467
1734630183.0393202,62.467
1734630183.0415316,62.467
1734630183.0437875,62.467
1734630183.0461178,62.467
1734630183.0483959,62.467
1734630183.050649,62.467
1734630183.0529053,62.467
1734630183.055235,62.467
1734630183.0574582,62.467
1734630183.059729,62.467
1734630183.0619304,62.467
1734630183.0641346,63.313
1734630183.0663855,63.313
1734630183.0685933,63.313
1734630183.070806,63.313
1734630183.0731566,63.313
1734630183.0754921,63.313
1734630183.0777707,63.313
1734630183.0799882,63.313
1734630183.0822184,63.313
1734630183.0844562,63.313
1734630183.0866761,63.313
1734630183.0888681,63.313
1734630183.091056,63.313
1734630183.0933397,63.313
1734630183.0956755,63.313
1734630183.0978906,63.313
1734630183.1000898,63.313
1734630183.102278,63.313
1734630183.1044858,63.313
1734630183.1067007,63.313
1734630183.1088789,63.313
1734630183.111068,63.313
1734630183.1132977,63.313
1734630183.1158247,63.313
1734630183.118029,63.313
1734630183.1202297,63.313
1734630183.1224217,63.313
1734630183.1246183,63.313
1734630183.1268055,63.313
1734630183.1289911,63.313
1734630183.1311767,63.313
1734630183.133543,63.313
1734630183.1357303,63.313
1734630183.1379151,63.313
1734630183.1401043,63.313
1734630183.1422892,63.313
1734630183.1444805,63.313
1734630183.1466737,63.313
1734630183.1488554,63.313
1734630183.151041,63.313
1734630183.1532304,63.313
1734630183.155419,63.313
1734630183.1576166,63.313
1734630183.1597996,63.313
1734630183.161977,63.313
1734630183.1642063,66.754
1734630183.1663952,66.754
1734630183.1685772,66.754
1734630183.1707542,66.754
1734630183.173086,66.754
1734630183.1753347,66.754
1734630183.1775272,66.754
1734630183.1797419,66.754
1734630183.1819258,66.754
1734630183.184104,66.754
1734630183.1862853,66.754
1734630183.188546,66.754
1734630183.1907234,66.754
1734630183.1929016,66.754
1734630183.1951299,66.754
1734630183.1973064,66.754
1734630183.1994858,66.754
1734630183.2016642,66.754
1734630183.2038414,66.754
1734630183.2060263,66.754
1734630183.208211,66.754
1734630183.2103953,66.754
1734630183.21536,66.754
1734630183.2184298,66.754
1734630183.2206771,66.754
1734630183.2228694,66.754
1734630183.2250786,66.754
1734630183.2272942,66.754
1734630183.229483,66.754
1734630183.2316911,66.754
1734630183.233901,66.754
1734630183.236141,66.754
1734630183.238351,66.754
1734630183.2405334,66.754
1734630183.242718,66.754
1734630183.2449222,66.754
1734630183.2471526,66.754
1734630183.2493486,66.754
1734630183.251561,66.754
1734630183.2538228,66.754
1734630183.2560468,66.754
1734630183.2582705,66.754
1734630183.2604575,66.754
1734630183.2626383,66.754
1734630183.2648287,67.605
1734630183.2670517,67.605
1734630183.2692509,67.605
1734630183.271451,67.605
1734630183.2736688,67.605
1734630183.2758927,67.605
1734630183.2781465,67.605
1734630183.2803342,67.605
1734630183.2825518,67.605
1734630183.2849386,67.605
1734630183.2871401,67.605
1734630183.2893226,67.605
1734630183.2915103,67.605
1734630183.293709,67.605
1734630183.2960265,67.605
1734630183.2994947,67.605
1734630183.3020282,67.605
1734630183.3042555,67.605
1734630183.3064334,67.605
1734630183.308611,67.605
1734630183.3108242,67.605
1734630183.3129897,67.605
1734630183.3151574,67.605
1734630183.3173378,67.605
1734630183.3195193,67.605
1734630183.3216946,67.605
1734630183.3238714,67.605
1734630183.3260722,67.605
1734630183.3282523,67.605
1734630183.330431,67.605
1734630183.3326252,67.605
1734630183.3348339,67.605
1734630183.337049,67.605
1734630183.3392935,67.605
1734630183.3414714,67.605
1734630183.3436797,67.605
1734630183.3459024,67.605
1734630183.3481045,67.605
1734630183.3503134,67.605
1734630183.3525157,67.605
1734630183.3547323,67.605
1734630183.3569415,67.605
1734630183.3591466,67.605
1734630183.361351,67.605
1734630183.363554,80.388
1734630183.3657553,80.388
1734630183.367979,80.388
1734630183.3701935,80.388
1734630183.3727105,80.388
1734630183.3750222,80.388
1734630183.3773377,80.388
1734630183.3796833,80.388
1734630183.3820124,80.388
1734630183.3843248,80.388
1734630183.386659,80.388
1734630183.3889685,80.388
1734630183.391204,80.388
1734630183.393578,80.388
1734630183.395847,80.388
1734630183.3980994,80.388
1734630183.4003189,80.388
1734630183.4025342,80.388
1734630183.4047604,80.388
1734630183.4069562,80.388
1734630183.4091458,80.388
1734630183.411312,80.388
1734630183.4134853,80.388
1734630183.4156542,80.388
1734630183.417813,80.388
1734630183.4199789,80.388
1734630183.4221241,80.388
1734630183.4242663,80.388
1734630183.4264185,80.388
1734630183.428569,80.388
1734630183.430721,80.388
1734630183.4328618,80.388
1734630183.435001,80.388
1734630183.4371421,80.388
1734630183.4392958,80.388
1734630183.441438,80.388
1734630183.4435778,80.388
1734630183.4457333,80.388
1734630183.4478784,80.388
1734630183.45014,80.388
1734630183.4523149,80.388
1734630183.4544551,80.388
1734630183.4565985,80.388
1734630183.458748,80.388
1734630183.460901,80.388
1734630183.4630437,80.388
1734630183.4651825,90.906
1734630183.4673262,90.906
1734630183.4696164,90.906
1734630183.4717555,90.906
1734630183.4738967,90.906
1734630183.4760575,90.906
1734630183.4781978,90.906
1734630183.4803376,90.906
1734630183.482477,90.906
1734630183.484623,90.906
1734630183.4867773,90.906
1734630183.4889176,90.906
1734630183.4910572,90.906
1734630183.4931977,90.906
1734630183.4954705,90.906
1734630183.4976115,90.906
1734630183.4998448,90.906
1734630183.5020022,90.906
1734630183.504143,90.906
1734630183.5065274,90.906
1734630183.5086808,90.906
1734630183.5108619,90.906
1734630183.5130024,90.906
1734630183.5151875,90.906
1734630183.5173247,90.906
1734630183.519465,90.906
1734630183.5216043,90.906
1734630183.5237412,90.906
1734630183.5258791,90.906
1734630183.5279799,90.906
1734630183.5301287,90.906
1734630183.5322635,90.906
1734630183.5343847,90.906
1734630183.5364878,90.906
1734630183.5385861,90.906
1734630183.540686,90.906
1734630183.5427842,90.906
1734630183.5448825,90.906
1734630183.5469887,90.906
1734630183.5490973,90.906
1734630183.551203,90.906
1734630183.5533097,90.906
1734630183.555414,90.906
1734630183.557528,90.906
1734630183.5596428,90.906
1734630183.5617623,90.906
1734630183.5638812,102.218
1734630183.5660007,102.218
1734630183.568134,102.218
1734630183.5703015,102.218
1734630183.572433,102.218
1734630183.5745637,102.218
1734630183.576697,102.218
1734630183.578871,102.218
1734630183.5810184,102.218
1734630183.583167,102.218
1734630183.5853152,102.218
1734630183.5874772,102.218
1734630183.5896518,102.218
1734630183.5918264,102.218
1734630183.59402,102.218
1734630183.5961943,102.218
1734630183.5983698,102.218
1734630183.6005456,102.218
1734630183.6027205,102.218
1734630183.6048958,102.218
1734630183.6070704,102.218
1734630183.6092448,102.218
1734630183.6114206,102.218
1734630183.6135962,102.218
1734630183.6157715,102.218
1734630183.6180851,102.218
1734630183.620363,102.218
1734630183.622761,102.218
1734630183.6249416,102.218
1734630183.6271188,102.218
1734630183.6293924,102.218
1734630183.6315706,102.218
1734630183.6337519,102.218
1734630183.6359353,102.218
1734630183.6381269,102.218
1734630183.640308,102.218
1734630183.6425085,102.218
1734630183.6447227,102.218
1734630183.6469038,102.218
1734630183.6490855,102.218
1734630183.6512735,102.218
1734630183.6534665,102.218
1734630183.6556487,102.218
1734630183.6578245,102.218
1734630183.6599863,102.218
1734630183.6621711,102.218
1734630183.6643572,109.895
1734630183.666541,109.895
1734630183.6687336,109.895
1734630183.670925,109.895
1734630183.673102,109.895
1734630183.6752758,109.895
1734630183.6774483,109.895
1734630183.679631,109.895
1734630183.6818085,109.895
1734630183.6839857,109.895
1734630183.6861675,109.895
1734630183.6883848,109.895
1734630183.6905932,109.895
1734630183.6927705,109.895
1734630183.6949468,109.895
1734630183.6971416,109.895
1734630183.6993217,109.895
